Date,high,low,adjclose,close,open,volume
2008-03-03,236.5966033935547,225.2802734375,228.73873901367188,228.73873901367188,235.99099731445312,15093800
2008-03-04,226.9069061279297,218.1081085205078,222.52252197265625,222.52252197265625,225.70069885253906,27216100
2008-03-05,227.31231689453125,222.22222900390625,224.07408142089844,224.07408142089844,222.8478546142578,14858300
2008-03-06,226.8768768310547,215.80580139160156,216.5665740966797,216.5665740966797,224.06907653808594,14925200
2008-03-07,220.22021484375,213.3333282470703,216.8918914794922,216.8918914794922,214.65464782714844,16127400
2008-03-10,215.71571350097656,206.7267303466797,207.0170135498047,207.0170135498047,214.62962341308594,15959200
2008-03-11,220.2952880859375,212.53753662109375,220.14013671875,220.14013671875,212.8428497314453,17636100
2008-03-12,224.16416931152344,219.25425720214844,220.310302734375,220.310302734375,220.2252197265625,13290400
2008-03-13,223.71371459960938,214.60459899902344,221.7267303466797,221.7267303466797,216.55154418945312,15437700
2008-03-14,224.8948974609375,215.52552795410156,219.17918395996094,219.17918395996094,221.7117156982422,13135600
2008-03-17,217.0720672607422,206.26126098632812,210.1451416015625,210.1451416015625,214.20921325683594,15760600
2008-03-18,220.64064025878906,212.9779815673828,219.7998046875,219.7998046875,214.7047119140625,14459900
2008-03-19,223.97396850585938,216.05105590820312,216.21621704101562,216.21621704101562,220.77577209472656,12345600
2008-03-20,218.0680694580078,208.95895385742188,216.9919891357422,216.9919891357422,213.87387084960938,19806900
2008-03-24,233.1231231689453,219.07908630371094,230.51051330566406,230.51051330566406,219.43443298339844,13513400
2008-03-25,228.96395874023438,223.2232208251953,225.61561584472656,225.61561584472656,228.95895385742188,11651500
2008-03-26,231.6666717529297,224.869873046875,229.32432556152344,229.32432556152344,226.52151489257812,10440900
2008-03-27,224.52952575683594,220.46546936035156,222.26226806640625,222.26226806640625,223.2232208251953,11652700
2008-03-28,227.0120086669922,217.37237548828125,219.25926208496094,219.25926208496094,223.95394897460938,8743600
2008-03-31,221.5665740966797,216.22122192382812,220.45545959472656,220.45545959472656,218.0380401611328,8883900
2008-04-01,233.48348999023438,223.65866088867188,233.0880889892578,233.0880889892578,224.09410095214844,12174000
2008-04-02,238.1081085205078,230.42543029785156,233.0830841064453,233.0830841064453,235.1851806640625,11986000
2008-04-03,231.8768768310547,224.28929138183594,227.78778076171875,227.78778076171875,231.09609985351562,13543200
2008-04-04,239.15415954589844,228.3283233642578,235.78077697753906,235.78077697753906,228.73373413085938,11782600
2008-04-07,242.9629669189453,237.0019989013672,238.64865112304688,238.64865112304688,238.75375366210938,11875100
2008-04-08,237.30731201171875,231.23623657226562,234.13914489746094,234.13914489746094,236.7567596435547,9084900
2008-04-09,236.23623657226562,228.99899291992188,232.32733154296875,232.32733154296875,234.7998046875,12084100
2008-04-10,237.1671600341797,231.15615844726562,234.7747802734375,234.7747802734375,232.71270751953125,10134600
2008-04-11,233.86386108398438,227.73272705078125,228.95394897460938,228.95394897460938,232.26727294921875,8331000
2008-04-14,228.95394897460938,225.30029296875,226.05606079101562,226.05606079101562,228.80880737304688,7677500
2008-04-15,230.090087890625,222.0820770263672,223.64364624023438,223.64364624023438,229.29429626464844,9146000
2008-04-16,229.36936950683594,220.72071838378906,227.74273681640625,227.74273681640625,222.42242431640625,15246100
2008-04-17,229.9149169921875,223.48348999023438,224.9949951171875,224.9949951171875,228.0430450439453,26679200
2008-04-18,274.1241149902344,262.64764404296875,269.9749755859375,269.9749755859375,267.87286376953125,36434700
2008-04-21,271.5665588378906,265.410400390625,269.1641540527344,269.1641540527344,269.9649658203125,14864500
2008-04-22,280.6957092285156,269.0490417480469,277.77777099609375,277.77777099609375,269.0540466308594,15861100
2008-04-23,279.9349365234375,270.7457580566406,273.5185241699219,273.5185241699219,279.2492370605469,9833100
2008-04-24,277.52252197265625,270.2802734375,271.7917785644531,271.7917785644531,275.9209289550781,8261900
2008-04-25,276.7767639160156,271.6366271972656,272.30230712890625,272.30230712890625,274.7847900390625,8320400
2008-04-28,278.6836853027344,269.769775390625,276.3363342285156,276.3363342285156,273.2132263183594,8009100
2008-04-29,281.98199462890625,275.2802734375,279.5145263671875,279.5145263671875,275.6907043457031,8683300
2008-04-30,292.72271728515625,279.5145263671875,287.43243408203125,287.43243408203125,281.3863830566406,15790100
2008-05-01,297.76275634765625,288.7737731933594,296.8368225097656,296.8368225097656,289.4444580078125,13192300
2008-05-02,301.5265197753906,289.93994140625,290.9359436035156,290.9359436035156,299.5445556640625,13983600
2008-05-05,299.7998046875,293.8588562011719,297.74774169921875,297.74774169921875,299.729736328125,12549400
2008-05-06,296.2962951660156,291.7917785644531,293.4734802246094,293.4734802246094,295.7958068847656,9249300
2008-05-07,300.0450439453125,288.5035095214844,289.789794921875,289.789794921875,295.430419921875,13212700
2008-05-08,294.9449462890625,289.7447509765625,291.7967834472656,291.7967834472656,293.3934020996094,10235500
2008-05-09,292.79278564453125,285.9359436035156,286.88690185546875,286.88690185546875,289.789794921875,8960800
2008-05-12,293.6686706542969,284.73974609375,292.76275634765625,292.76275634765625,287.66265869140625,9718000
2008-05-13,294.2692565917969,289.5645751953125,291.7917785644531,291.7917785644531,293.4084167480469,10316600
2008-05-14,295.8908996582031,287.91290283203125,288.4384460449219,288.4384460449219,293.5385437011719,8742800
2008-05-15,291.7667541503906,288.09307861328125,290.7908020019531,290.7908020019531,289.789794921875,8676700
2008-05-16,292.63262939453125,289.449462890625,290.3253173828125,290.3253173828125,291.0060119628906,8539600
2008-05-19,294.7347412109375,287.04705810546875,289.0490417480469,289.0490417480469,289.5645751953125,11197700
2008-05-20,291.5315246582031,286.7417297363281,289.589599609375,289.589599609375,287.60260009765625,6620500
2008-05-21,290.9960021972656,274.2192077636719,275.270263671875,275.270263671875,289.549560546875,12923200
2008-05-22,277.38238525390625,270.3953857421875,275.0050048828125,275.0050048828125,276.2512512207031,10142400
2008-05-23,276.7767639160156,269.1741638183594,272.58258056640625,272.58258056640625,273.7537536621094,8854100
2008-05-27,281.5815734863281,272.19720458984375,280.7307434082031,280.7307434082031,272.75274658203125,7723200
2008-05-28,286.0310363769531,280.8308410644531,284.4044189453125,284.4044189453125,284.2542419433594,8092600
2008-05-29,293.2332458496094,286.88690185546875,291.7917785644531,291.7917785644531,287.68267822265625,9680300
2008-05-30,295.2552490234375,290.9409484863281,293.1932067871094,293.1932067871094,292.02703857421875,6443900
2008-06-02,292.23724365234375,285.9209289550781,287.78778076171875,287.78778076171875,291.5415344238281,7341000
2008-06-03,290.54052734375,280.5855712890625,283.9339294433594,283.9339294433594,288.5385437011719,8601900
2008-06-04,289.2892761230469,282.55755615234375,286.3963928222656,286.3963928222656,282.94793701171875,6719600
2008-06-05,294.3143005371094,288.3934020996094,293.4434509277344,293.4434509277344,288.8288269042969,7825500
2008-06-06,290.6506652832031,283.7837829589844,283.7837829589844,283.7837829589844,290.1651611328125,9459500
2008-06-09,285.2852783203125,272.97296142578125,279.2142028808594,279.2142028808594,284.3143005371094,10566000
2008-06-10,279.689697265625,273.6636657714844,277.36236572265625,277.36236572265625,275.0550537109375,7307400
2008-06-11,278.9489440917969,272.50250244140625,272.87286376953125,272.87286376953125,278.3984069824219,7618100
2008-06-12,279.2792663574219,273.7137145996094,276.7517395019531,276.7517395019531,274.6546630859375,10972200
2008-06-13,288.1381530761719,280.9509582519531,286.0410461425781,286.0410461425781,281.0260314941406,12356400
2008-06-16,289.83984375,283.5335388183594,286.6916809082031,286.6916809082031,283.5335388183594,7078500
2008-06-17,289.3243103027344,284.4744873046875,285.0150146484375,285.0150146484375,288.4634704589844,6918800
2008-06-18,284.77978515625,279.85986328125,281.4714660644531,281.4714660644531,282.53753662109375,6755600
2008-06-19,282.17218017578125,275.6806945800781,280.38037109375,280.38037109375,277.95294189453125,11354800
2008-06-20,278.7687683105469,272.52752685546875,273.4884948730469,273.4884948730469,278.7687683105469,11954200
2008-06-23,276.8518371582031,271.2812805175781,272.87786865234375,272.87786865234375,272.95294189453125,7264500
2008-06-24,275.8708801269531,267.81781005859375,271.4214172363281,271.4214172363281,272.84283447265625,9335800
2008-06-25,279.1791687011719,272.10711669921875,275.7757873535156,275.7757873535156,272.75775146484375,8236100
2008-06-26,272.73773193359375,264.3944091796875,264.6746826171875,264.6746826171875,272.32232666015625,11307600
2008-06-27,265.2652587890625,257.80279541015625,264.2992858886719,264.2992858886719,264.1040954589844,10884100
2008-06-30,269.2692565917969,261.7917785644531,263.4734802246094,263.4734802246094,266.5014953613281,7523000
2008-07-01,268.6286315917969,258.7587585449219,267.63262939453125,267.63262939453125,260.050048828125,9909800
2008-07-02,270.46044921875,263.2933044433594,263.7837829589844,263.7837829589844,268.5235290527344,8437500
2008-07-03,269.8848876953125,264.0140075683594,268.7687683105469,268.7687683105469,265.7057189941406,4796100
2008-07-07,274.7747802734375,268.06805419921875,272.22723388671875,272.22723388671875,271.4214172363281,8501800
2008-07-08,277.87286376953125,270.270263671875,277.54254150390625,277.54254150390625,273.2682800292969,9854900
2008-07-09,278.11810302734375,270.6356506347656,271.0460510253906,271.0460510253906,275.6556701660156,8299600
2008-07-10,275.0250244140625,265.6256408691406,270.5555419921875,270.5555419921875,272.77276611328125,8654700
2008-07-11,270.02001953125,259.9749755859375,267.16717529296875,267.16717529296875,268.5185241699219,9952800
2008-07-14,270.30029296875,257.98297119140625,261.0710754394531,261.0710754394531,269.769775390625,8840700
2008-07-15,264.0140075683594,250.80079650878906,258.3033142089844,258.3033142089844,258.3984069824219,12129800
2008-07-16,268.5185241699219,255.55555725097656,268.06805419921875,268.06805419921875,257.27728271484375,9474900
2008-07-17,268.7937927246094,262.51251220703125,266.98699951171875,266.98699951171875,267.34735107421875,17557200
2008-07-18,249.73974609375,239.33433532714844,240.90089416503906,240.90089416503906,249.42442321777344,22562200
2008-07-21,242.28729248046875,233.0830841064453,234.63462829589844,234.63462829589844,240.68067932128906,11791100
2008-07-22,240.36537170410156,233.0330352783203,238.79379272460938,238.79379272460938,233.59359741210938,9373600
2008-07-23,248.86386108398438,239.28929138183594,244.8548583984375,244.8548583984375,241.04605102539062,9778400
2008-07-24,248.68368530273438,238.0480499267578,238.0480499267578,238.0480499267578,248.59860229492188,7074700
2008-07-25,246.8118133544922,240.99099731445312,246.23623657226562,246.23623657226562,243.48849487304688,6360600
2008-07-28,246.29129028320312,237.80279541015625,238.79879760742188,238.79879760742188,246.29129028320312,6313600
2008-07-29,243.87387084960938,239.23924255371094,241.7967987060547,241.7967987060547,239.889892578125,5599900
2008-07-30,243.2532501220703,236.6416473388672,241.5915985107422,241.5915985107422,242.9929962158203,6974400
2008-07-31,240.68568420410156,235.95596313476562,237.1121063232422,237.1121063232422,237.51751708984375,5724400
2008-08-01,236.8468475341797,231.48147583007812,234.16416931152344,234.16416931152344,236.49148559570312,6009700
2008-08-04,236.7417449951172,231.18118286132812,231.7317352294922,231.7317352294922,234.29429626464844,4969000
2008-08-05,240.2802734375,233.3983917236328,240.1651611328125,240.1651611328125,234.02902221679688,7161800
2008-08-06,245.130126953125,236.49148559570312,243.4134063720703,243.4134063720703,239.42442321777344,6744800
2008-08-07,242.24224853515625,238.44345092773438,239.7998046875,239.7998046875,241.24124145507812,5542000
2008-08-08,248.1231231689453,238.0830841064453,247.75274658203125,247.75274658203125,240.31532287597656,7471100
2008-08-11,254.6947021484375,246.13613891601562,250.67066955566406,250.67066955566406,246.48147583007812,8470100
2008-08-12,253.3183135986328,249.24925231933594,251.55654907226562,251.55654907226562,251.25125122070312,5505800
2008-08-13,252.0220184326172,247.1871795654297,250.2652587890625,250.2652587890625,251.05105590820312,7243700
2008-08-14,254.05905151367188,248.3933868408203,252.9980010986328,252.9980010986328,249.09910583496094,5831300
2008-08-15,255.58558654785156,253.0030059814453,255.33033752441406,255.33033752441406,253.74874877929688,7084300
2008-08-18,255.2552490234375,248.0030059814453,249.39939880371094,249.39939880371094,255.1751708984375,6661100
2008-08-19,249.38938903808594,243.55856323242188,245.49549865722656,245.49549865722656,245.46046447753906,6086900
2008-08-20,248.59359741210938,241.52651977539062,242.74273681640625,242.74273681640625,247.60760498046875,7956200
2008-08-21,245.1951904296875,239.8748779296875,243.50851440429688,243.50851440429688,241.7017059326172,7021100
2008-08-22,247.68768310546875,244.9849853515625,245.54054260253906,245.54054260253906,245.99600219726562,4589800
2008-08-25,248.74874877929688,240.99099731445312,241.7467498779297,241.7467498779297,243.2982940673828,4024500
2008-08-26,241.9719696044922,235.53053283691406,237.31732177734375,237.31732177734375,241.9719696044922,6609700
2008-08-27,237.65264892578125,232.65264892578125,234.52452087402344,234.52452087402344,237.1020965576172,8765400
2008-08-28,238.46347045898438,235.40040588378906,237.1271209716797,237.1271209716797,236.48147583007812,6053300
2008-08-29,235.74073791503906,231.39639282226562,231.8768768310547,231.8768768310547,235.110107421875,7688700
2008-09-02,241.33132934570312,230.94094848632812,232.8578643798828,232.8578643798828,238.62362670898438,12210700
2008-09-03,237.38238525390625,230.02001953125,232.43743896484375,232.43743896484375,234.59959411621094,8620500
2008-09-04,231.8518524169922,224.9249267578125,225.35536193847656,225.35536193847656,230.230224609375,9687300
2008-09-05,226.45645141601562,220.26025390625,222.34735107421875,222.34735107421875,222.9679718017578,9059500
2008-09-08,226.6967010498047,208.98397827148438,210.1851806640625,210.1851806640625,226.23623657226562,18017700
2008-09-09,216.40640258789062,207.70770263671875,209.53953552246094,209.53953552246094,211.7967987060547,14444700
2008-09-10,212.45245361328125,205.0450439453125,207.28729248046875,207.28729248046875,212.44744873046875,12441100
2008-09-11,217.76275634765625,203.3933868408203,217.0920867919922,217.0920867919922,204.37937927246094,12929800
2008-09-12,221.21621704101562,214.7147216796875,219.04904174804688,219.04904174804688,215.32032775878906,12043900
2008-09-15,221.20620727539062,212.0670623779297,217.1471405029297,217.1471405029297,212.21221923828125,13121600
2008-09-16,224.8648681640625,212.9579620361328,221.6866912841797,221.6866912841797,213.1931915283203,13967400
2008-09-17,219.789794921875,206.9269256591797,207.45245361328125,207.45245361328125,219.45945739746094,18235500
2008-09-18,219.809814453125,205.45545959472656,219.759765625,219.759765625,211.53152465820312,17161600
2008-09-19,231.26626586914062,221.8618621826172,224.7998046875,224.7998046875,230.73072814941406,19991900
2008-09-22,227.29229736328125,214.7147216796875,215.2852783203125,215.2852783203125,227.29229736328125,8805700
2008-09-23,220.61561584472656,213.0730743408203,214.849853515625,214.849853515625,216.8418426513672,10397900
2008-09-24,222.72271728515625,215.270263671875,217.77276611328125,217.77276611328125,215.38539123535156,8475500
2008-09-25,225.2252197265625,218.2082061767578,220.02001953125,220.02001953125,219.63963317871094,10030500
2008-09-26,218.79879760742188,210.72572326660156,215.73573303222656,215.73573303222656,214.21421813964844,10574400
2008-09-29,211.9669647216797,190.54554748535156,190.69068908691406,190.69068908691406,209.9649658203125,21504200
2008-09-30,212.75274658203125,196.35635375976562,200.46046447753906,200.46046447753906,198.1881866455078,6166400
2008-10-01,208.69869995117188,201.7517547607422,206.06607055664062,206.06607055664062,205.78077697753906,12457100
2008-10-02,205.1951904296875,193.1931915283203,195.44044494628906,195.44044494628906,205.10009765625,11957800
2008-10-03,206.45645141601562,191.7267303466797,193.64865112304688,193.64865112304688,198.87387084960938,15969800
2008-10-06,188.1831817626953,178.75875854492188,185.79078674316406,185.79078674316406,187.1771697998047,22418700
2008-10-07,187.67767333984375,172.8578643798828,173.1781768798828,173.1781768798828,186.8518524169922,22086600
2008-10-08,179.67466735839844,163.2182159423828,169.22422790527344,169.22422790527344,165.2452392578125,23629100
2008-10-09,174.45945739746094,160.99600219726562,164.65464782714844,164.65464782714844,172.43243408203125,16133800
2008-10-10,171.11611938476562,155.3052978515625,166.16616821289062,166.16616821289062,156.7367401123047,21174400
2008-10-13,191.16616821289062,173.0480499267578,190.70069885253906,190.70069885253906,178.0730743408203,17793100
2008-10-14,197.44744873046875,178.67868041992188,181.53652954101562,181.53652954101562,196.9619598388672,15554000
2008-10-15,179.67967224121094,169.58457946777344,169.7547607421875,169.7547607421875,177.50250244140625,13429300
2008-10-16,178.4284210205078,154.8748779296875,176.6866912841797,176.6866912841797,166.54653930664062,32446900
2008-10-17,193.1931915283203,181.9569549560547,186.45645141601562,186.45645141601562,189.66966247558594,28469900
2008-10-20,190.68067932128906,179.9749755859375,189.849853515625,189.849853515625,190.0650634765625,13493200
2008-10-21,192.0820770263672,181.18118286132812,181.55654907226562,181.55654907226562,186.38137817382812,11552400
2008-10-22,185.030029296875,172.1721649169922,178.0130157470703,178.0130157470703,178.67367553710938,13106800
2008-10-23,179.17918395996094,169.16416931152344,176.33633422851562,176.33633422851562,177.0019989013672,12944800
2008-10-24,175.41041564941406,162.53253173828125,169.8148193359375,169.8148193359375,163.3983917236328,14703200
2008-10-27,171.6716766357422,162.9629669189453,164.909912109375,164.909912109375,167.57257080078125,12388900
2008-10-28,184.83984375,164.41941833496094,184.55955505371094,184.55955505371094,169.6947021484375,16194500
2008-10-29,185.68568420410156,176.36135864257812,179.17918395996094,179.17918395996094,183.0780792236328,19493600
2008-10-30,186.18618774414062,179.36436462402344,180.0250244140625,180.0250244140625,184.41441345214844,15961800
2008-10-31,186.16616821289062,177.31231689453125,179.85986328125,179.85986328125,178.2582550048828,14831700
2008-11-03,181.6766815185547,170.88587951660156,173.4184112548828,173.4184112548828,178.96896362304688,11897000
2008-11-04,186.36636352539062,172.9229278564453,183.65365600585938,183.65365600585938,176.8968963623047,14685100
2008-11-05,184.62461853027344,170.82582092285156,171.29129028320312,171.29129028320312,181.25625610351562,13879100
2008-11-06,172.38238525390625,163.0680694580078,165.77577209472656,165.77577209472656,170.1551513671875,17132400
2008-11-07,170.74574279785156,162.8278350830078,165.73573303222656,165.73573303222656,166.7267303466797,9353200
2008-11-10,164.8848876953125,154.889892578125,159.54954528808594,159.54954528808594,164.16416931152344,16144000
2008-11-11,158.3083038330078,150.41041564941406,155.88587951660156,155.88587951660156,154.49949645996094,20272900
2008-11-12,156.40139770507812,144.02401733398438,145.64564514160156,145.64564514160156,151.17617797851562,20082000
2008-11-13,156.6566619873047,140.14013671875,156.19619750976562,156.19619750976562,146.03103637695312,26442900
2008-11-14,162.65765380859375,151.43142700195312,155.1651611328125,155.1651611328125,151.7767791748047,19015100
2008-11-17,155.2352294921875,149.12413024902344,150.210205078125,150.210205078125,151.6516571044922,15072500
2008-11-18,152.0170135498047,142.8178253173828,148.85885620117188,148.85885620117188,150.93592834472656,16675500
2008-11-19,150.2452392578125,139.42942810058594,140.230224609375,140.230224609375,147.8428497314453,15653500
2008-11-20,141.6116180419922,129.64964294433594,129.909912109375,129.909912109375,137.58258056640625,19539200
2008-11-21,134.81982421875,123.77377319335938,131.34634399414062,131.34634399414062,131.38638305664062,20468500
2008-11-24,135.110107421875,124.62963104248047,128.84884643554688,128.84884643554688,134.7647705078125,20089200
2008-11-25,143.47348022460938,133.79379272460938,141.16616821289062,141.16616821289062,134.47447204589844,21520800
2008-11-26,147.8778839111328,138.2382354736328,146.19119262695312,146.19119262695312,140.2802734375,12700400
2008-11-28,148.3733673095703,144.28428649902344,146.6266326904297,146.6266326904297,145.43544006347656,5125800
2008-12-01,143.83383178710938,133.1231231689453,133.1281280517578,133.1281280517578,143.48348999023438,11410900
2008-12-02,139.02902221679688,131.42141723632812,137.69268798828125,137.69268798828125,135.0,11667700
2008-12-03,140.82081604003906,132.80279541015625,139.8548583984375,139.8548583984375,135.06005859375,11797700
2008-12-04,141.8868865966797,134.51951599121094,137.30731201171875,137.30731201171875,138.4033966064453,9763400
2008-12-05,142.26226806640625,132.1421356201172,142.1371307373047,142.1371307373047,135.64564514160156,13029300
2008-12-08,154.8748779296875,141.14114379882812,151.20620727539062,151.20620727539062,145.14013671875,16272300
2008-12-09,159.15916442871094,148.65365600585938,153.1381378173828,153.1381378173828,148.99398803710938,13766000
2008-12-10,157.60760498046875,152.40740966796875,154.56455993652344,154.56455993652344,154.7747802734375,10463500
2008-12-11,156.5966033935547,149.04904174804688,150.26025390625,150.26025390625,152.23724365234375,12346000
2008-12-12,158.3933868408203,147.1471405029297,158.0380401611328,158.0380401611328,148.0030059814453,11432700
2008-12-15,159.40440368652344,152.70770263671875,155.49049377441406,155.49049377441406,157.1621551513672,13462300
2008-12-16,164.9149169921875,155.79078674316406,162.80279541015625,162.80279541015625,157.41741943359375,14105000
2008-12-17,161.22622680664062,156.36636352539062,157.77777099609375,157.77777099609375,159.47947692871094,11567800
2008-12-18,160.33534240722656,154.709716796875,155.2952880859375,155.2952880859375,158.50851440429688,9517400
2008-12-19,159.05404663085938,154.65464782714844,155.240234375,155.240234375,155.65065002441406,11213900
2008-12-22,154.9049072265625,145.46046447753906,148.70370483398438,148.70370483398438,154.43443298339844,7827300
2008-12-23,151.8068084716797,148.48348999023438,149.15916442871094,149.15916442871094,150.36537170410156,7547800
2008-12-24,153.3233184814453,149.33934020996094,151.6266326904297,151.6266326904297,150.89088439941406,3839100
2008-12-26,152.78277587890625,149.30430603027344,150.33033752441406,150.33033752441406,152.1871795654297,3914200
2008-12-29,150.84083557128906,145.93592834472656,148.85885620117188,148.85885620117188,150.26025390625,7396300
2008-12-30,153.55856323242188,149.50450134277344,151.7067108154297,151.7067108154297,150.55055236816406,7679300
2008-12-31,155.65565490722656,151.45645141601562,153.97897338867188,153.97897338867188,152.25225830078125,5767800
2009-01-02,161.07107543945312,152.9029083251953,160.82081604003906,160.82081604003906,154.45445251464844,7213700
2009-01-05,165.78578186035156,157.65765380859375,164.18919372558594,164.18919372558594,160.66065979003906,9768200
2009-01-06,170.57057189941406,163.3583526611328,167.19720458984375,167.19720458984375,166.6566619873047,12837500
2009-01-07,165.62062072753906,159.53453063964844,161.16616821289062,161.16616821289062,164.32432556152344,8980000
2009-01-08,162.75775146484375,158.82882690429688,162.75775146484375,162.75775146484375,159.29930114746094,7194100
2009-01-09,163.91390991210938,156.8568572998047,157.69268798828125,157.69268798828125,163.91390991210938,8672300
2009-01-12,159.63462829589844,155.270263671875,156.50149536132812,156.50149536132812,158.3133087158203,6601900
2009-01-13,160.46046447753906,155.35035705566406,157.31732177734375,157.31732177734375,156.04104614257812,8856100
2009-01-14,157.0570526123047,149.02401733398438,150.63563537597656,150.63563537597656,155.1551513671875,10924800
2009-01-15,151.9419403076172,143.53854370117188,149.64463806152344,149.64463806152344,148.93392944335938,11857100
2009-01-16,154.27928161621094,147.9980010986328,149.9849853515625,149.9849853515625,152.66265869140625,10438300
2009-01-20,149.89990234375,141.51651000976562,141.51651000976562,141.51651000976562,149.7197265625,10086300
2009-01-21,151.9019012451172,144.31932067871094,151.6916961669922,151.6916961669922,144.31932067871094,9839100
2009-01-22,154.829833984375,147.72271728515625,153.4033966064453,153.4033966064453,149.16917419433594,16517400
2009-01-23,166.14614868164062,152.26226806640625,162.51251220703125,162.51251220703125,154.789794921875,21444100
2009-01-26,164.16416931152344,160.44044494628906,162.0970916748047,162.0970916748047,162.58758544921875,9212100
2009-01-27,167.1020965576172,162.29730224609375,165.90589904785156,165.90589904785156,163.3883819580078,9844700
2009-01-28,176.34133911132812,168.3233184814453,174.50950622558594,174.50950622558594,169.15916442871094,15367400
2009-01-29,172.69769287109375,170.2252197265625,171.8318328857422,171.8318328857422,172.44244384765625,14553000
2009-01-30,174.57456970214844,168.1681671142578,169.43443298339844,169.43443298339844,172.51751708984375,9334600
2009-02-02,172.67266845703125,166.16616821289062,170.45545959472656,170.45545959472656,167.31231689453125,10403300
2009-02-03,171.6716766357422,167.0820770263672,170.39540100097656,170.39540100097656,171.45645141601562,13099800
2009-02-04,177.39739990234375,169.7547607421875,171.6716766357422,171.6716766357422,170.2052001953125,13621100
